name	type	units	sampling_frequency	description	low_cutoff	high_cutoff	notch	software_filters	status	status_description
MEG0413	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0412	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0411	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0422	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0423	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0421	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0432	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0433	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0431	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0443	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0442	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0441	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0513	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0512	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0511	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0523	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0522	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0521	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0532	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0533	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0531	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0542	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0543	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0541	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0613	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0612	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0611	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0622	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0623	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0621	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0633	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0632	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0631	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0642	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0643	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0641	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0713	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0712	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0711	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0723	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0722	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0721	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0733	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0732	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0731	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0743	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0742	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0741	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0813	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0812	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0811	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0822	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0823	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0821	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0913	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0912	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0911	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0923	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0922	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0921	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0932	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0933	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0931	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0942	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0943	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG0941	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1013	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1012	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1011	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1023	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1022	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1021	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1032	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1033	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1031	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1043	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1042	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1041	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1112	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1113	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1111	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1123	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1122	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1121	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1133	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1132	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1131	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1142	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1143	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1141	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1213	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1212	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1211	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1223	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1222	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1221	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1232	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1233	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1231	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1243	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1242	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1241	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1312	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1313	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1311	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1323	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1322	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1321	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1333	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1332	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1331	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1342	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1343	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1341	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1412	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1413	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1411	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1423	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1422	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1421	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1433	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1432	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1431	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1442	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1443	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1441	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1512	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1513	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1511	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1522	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1523	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1521	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1533	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1532	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1531	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1543	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1542	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1541	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1613	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1612	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1611	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1622	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1623	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1621	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1632	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1633	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1631	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1643	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1642	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1641	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1713	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1712	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1711	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1722	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1723	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1721	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1732	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1733	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1731	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1743	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1742	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1741	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1813	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1812	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1811	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1822	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1823	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1821	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1832	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1833	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1831	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1843	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1842	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1841	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1912	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1913	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1911	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1923	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1922	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1921	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1932	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1933	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1931	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1943	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1942	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG1941	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2013	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2012	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2011	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2023	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2022	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2021	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2032	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2033	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2031	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2042	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2043	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2041	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2113	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2112	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2111	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2122	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2123	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2121	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2133	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2132	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2131	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2143	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2142	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2141	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2212	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2213	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2211	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2223	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2222	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2221	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2233	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2232	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2231	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2242	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2243	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2241	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2312	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2313	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2311	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2323	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2322	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2321	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2332	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2333	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2331	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2343	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2342	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2341	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2412	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2413	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2411	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2423	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2422	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2421	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2433	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2432	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2431	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2442	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2443	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2441	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2512	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2513	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2511	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2522	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2523	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2521	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2533	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2532	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2531	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2543	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2542	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2541	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2612	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2613	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2611	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2623	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2622	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2621	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2633	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2632	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2631	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2642	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2643	megplanar	T/m	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
MEG2641	megmag	T	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
EOG061	eog	V	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ECG062	ecg	V	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
EEG063	eeg	V	3000	n/a	n/a	n/a	n/a	n/a	n/a	n/a
